184.5,0,0,0,227349,453533,820433,0,0,0,2548,271506,485208,0,0,0,2573366,4529668,1382728,921714,696430,845014,670685,1306672,678222,0,93077,3703,87,2223,0,20609,8,5944,0,0,0,444187,148708
185.5,0,0,0,203839,455477,796172,0,0,0,2842,260740,563456,0,0,0,2572260,4688934,1466329,907479,671272,860474,634716,1274532,645555,0,102964,2708,81,3312,0,20478,4,4692,0,0,0,448287,152378
186.5,0,0,0,183761,457440,765773,0,0,0,3245,249301,637659,0,0,0,2556960,4778146,1550888,893962,646636,876897,602083,1244537,616563,0,110844,1948,77,4897,0,20529,2,3690,0,0,0,450162,154477
187.5,0,0,0,166767,459402,729625,0,0,0,3789,237407,703535,0,0,0,2527953,4790480,1634791,881195,622770,893930,572538,1216625,591096,0,115863,1378,73,7165,0,20764,0,2891,0,0,0,449445,154809
188.5,0,0,0,152524,461313,688385,0,0,0,4513,225261,757136,0,0,0,2486017,4723047,1716189,869214,599910,911199,545844,1190724,569000,0,117352,959,70,10354,0,21182,0,2258,0,0,0,445901,153293
189.5,0,0,0,140726,463102,642935,0,0,0,5472,213046,795290,0,0,0,2432185,4577310,1793036,858065,578275,928315,521775,1166758,550117,0,114961,657,68,14742,0,21791,0,1759,0,0,0,439455,149968
190.5,0,0,0,131099,464670,594332,0,0,0,6739,200926,815949,0,0,0,2367698,4359086,1863151,847793,558059,944879,500118,1144647,534296,0,108748,442,66,20639,0,22597,0,1367,0,0,0,430203,144997
191.5,0,0,0,123407,465896,543740,0,0,0,8410,189038,818384,0,0,0,2293953,4078119,1924295,838448,539430,960487,480675,1124308,521388,0,99192,293,65,28361,0,23613,0,1060,0,0,0,418405,138650
192.5,0,0,0,117452,466636,492354,0,0,0,10608,177499,803205,0,0,0,2212451,3747268,1974270,830079,522529,974744,463260,1105655,511253,0,87133,192,65,38187,0,24852,0,821,0,0,0,404459,131284
193.5,0,0,0,113072,466734,441332,0,0,0,13491,166399,772215,0,0,0,2124740,3381418,2011026,822732,507471,987268,447701,1088600,503755,0,73634,123,65,50299,0,26331,0,635,0,0,0,388862,123300
194.5,0,0,0,110140,466019,391725,0,0,0,17259,155813,728126,0,0,0,2032364,2996238,2032782,816454,494348,997704,433839,1073054,498767,0,59811,78,65,64718,0,28069,0,490,0,0,0,372163,115108
195.5,0,0,0,108564,464316,344432,0,0,0,22156,145790,674202,0,0,0,1936820,2606967,2038127,811285,483230,1005731,421526,1058926,496163,0,46662,49,66,81236,0,30088,0,378,0,0,0,354909,107080
196.5,0,0,0,108282,461451,300164,0,0,0,28476,136367,613891,0,0,0,1839516,2227336,2026128,807261,474171,1011079,410628,1046124,495820,0,34946,30,67,99360,0,32410,0,292,0,0,0,337606,99513
197.5,0,0,0,109258,457259,259430,0,0,0,36563,127563,550495,0,0,0,1741744,1868767,1996401,804412,467211,1013526,401019,1034557,497611,0,25112,18,68,118290,0,35060,0,225,0,0,0,320683,92606
198.5,0,0,0,111483,451593,222540,0,0,0,46801,119385,486922,0,0,0,1644654,1539885,1949153,802758,462377,1012915,392585,1024132,501402,0,17311,11,70,136944,0,38061,0,174,0,0,0,304477,86449
199.5,0,0,0,114969,444334,189618,0,0,0,59608,111831,425524,0,0,0,1549247,1246356,1885199,802313,459690,1009156,385222,1014756,507046,0,11445,7,72,154039,0,41436,0,134,0,0,0,289222,81036
200.5,0,0,0,119744,435394,160635,0,0,0,75404,104887,368039,0,0,0,1456362,991023,1805925,803080,459163,1002224,378832,1006334,514377,0,7257,4,75,168225,0,45207,0,104,0,0,0,275064,76293
201.5,0,0,0,125848,424728,135433,0,0,0,94587,98538,315601,0,0,0,1366681,774257,1713226,805051,460804,992164,373327,998772,523201,0,4414,2,78,178258,0,49390,0,80,0,0,0,262068,72114
202.5,0,0,0,133326,412337,113763,0,0,0,117484,92759,268813,0,0,0,1280734,594460,1609408,808206,464613,979085,368625,991974,533294,0,2575,1,82,183177,0,53996,0,62,0,0,0,250244,68390
203.5,0,0,0,142219,398272,95317,0,0,0,144302,87526,227840,0,0,0,1198910,448612,1497060,812512,470584,963156,364653,985846,544390,0,1442,0,86,182456,0,59028,0,48,0,0,0,239563,65036
204.5,0,0,0,152553,382634,79754,0,0,0,175076,82811,192526,0,0,0,1121469,332812,1378926,817920,478697,944596,361341,980291,556180,0,775,0,90,176100,0,64476,0,38,0,0,0,229974,61997
205.5,0,0,0,164322,365572,66726,0,0,0,209618,78586,162493,0,0,0,1048558,242755,1257762,824367,488920,923670,358627,975213,568303,0,400,0,95,164646,0,70320,0,29,0,0,0,221416,59252
206.5,0,0,0,177478,347280,55892,0,0,0,247477,74822,137235,0,0,0,980229,174113,1136207,831771,501198,900672,356453,970516,580346,0,199,0,100,149090,0,76523,0,23,0,0,0,213823,56801
207.5,0,0,0,191905,327988,46934,0,0,0,287921,71491,116189,0,0,0,916448,122806,1016676,840030,515452,875922,354767,966104,591845,0,95,0,106,130737,0,83028,0,18,0,0,0,207124,54659
208.5,0,0,0,207404,307955,39561,0,0,0,329948,68569,98786,0,0,0,857120,85184,901267,849026,531566,849749,353521,961882,602288,0,44,0,112,111015,0,89760,0,14,0,0,0,201244,52838
209.5,0,0,0,223667,287454,33518,0,0,0,372317,66029,84485,0,0,0,802094,58109,791710,858617,549381,822487,352671,957755,611125,0,19,0,118,91286,0,96621,0,11,0,0,0,196097,51343
210.5,0,0,0,240271,266766,28580,0,0,0,413622,63849,72796,0,0,0,751180,38981,689331,868640,568690,794459,352178,953629,617782,0,8,0,126,72695,0,103495,0,9,0,0,0,191586,50158
211.5,0,0,0,256662,246164,24557,0,0,0,452381,62008,63288,0,0,0,704161,25712,595056,878910,589225,765975,352006,949416,621680,0,3,0,133,56072,0,110241,0,7,0,0,0,187602,49253
212.5,0,0,0,272162,225907,21288,0,0,0,487143,60488,55591,0,0,0,660799,16673,509431,889220,610653,737326,352123,945024,622260,0,1,0,141,41901,0,116704,0,5,0,0,0,184023,48582
213.5,0,0,0,285988,206227,18640,0,0,0,516604,59272,49397,0,0,0,620847,10627,432659,899344,632570,708774,352500,940371,619011,0,0,0,150,30342,0,122713,0,4,0,0,0,180723,48086
214.5,0,0,0,297289,187326,16504,0,0,0,539699,58346,44448,0,0,0,584051,6656,364651,909036,654505,680554,353111,935373,611505,0,0,0,159,21299,0,128090,0,3,0,0,0,177572,47707
215.5,0,0,0,305210,169369,14791,0,0,0,555684,57697,40539,0,0,0,550159,4095,305089,918032,675915,652867,353935,929955,599422,0,0,0,168,14499,0,132655,0,3,0,0,0,174447,47385
216.5,0,0,0,308957,152483,13429,0,0,0,564179,57316,37505,0,0,0,518922,2474,253475,926056,696199,625887,354952,924045,582587,0,0,0,178,9575,0,136236,0,2,0,0,0,171235,47071
217.5,0,0,0,307892,136756,12362,0,0,0,565181,57193,35215,0,0,0,490098,1467,209192,932826,714711,599753,356145,917578,560992,0,0,0,189,6138,0,138678,0,2,0,0,0,167844,46725
218.5,0,0,0,301614,122240,11546,0,0,0,559036,57324,33573,0,0,0,463457,853,171551,938052,730777,574576,357499,910494,534812,0,0,0,200,3821,0,139850,0,1,0,0,0,164202,46317
219.5,0,0,0,290028,108954,10947,0,0,0,546392,57701,32504,0,0,0,438778,486,139835,941452,743725,550438,359004,902742,504411,0,0,0,211,2311,0,139659,0,1,0,0,0,160266,45831
220.5,0,0,0,273393,96887,10541,0,0,0,528125,58323,31961,0,0,0,415851,272,113327,942750,752911,527397,360650,894279,470337,0,0,0,222,1359,0,138050,0,0,0,0,0,156018,45259
221.5,0,0,0,252325,86005,10310,0,0,0,505259,59186,31914,0,0,0,394480,149,91340,941693,757751,505488,362427,885070,433299,0,0,0,234,778,0,135017,0,0,0,0,0,151465,44599
222.5,0,0,0,227756,76255,10246,0,0,0,478884,60289,32350,0,0,0,374483,80,73233,938049,757761,484724,364331,875087,394134,0,0,0,245,433,0,130605,0,0,0,0,0,146637,43855
223.5,0,0,0,200851,67569,10345,0,0,0,450083,61631,33275,0,0,0,355689,42,58419,931623,752581,465104,366357,864314,353765,0,0,0,257,235,0,124908,0,0,0,0,0,141585,43034
224.5,0,0,0,172896,59872,10611,0,0,0,419875,63213,34710,0,0,0,337941,21,46375,922259,742003,446611,368500,852741,313148,0,0,0,269,125,0,118066,0,0,0,0,0,136368,42140
225.5,0,0,0,145167,53083,11052,0,0,0,389167,65034,36692,0,0,0,321096,11,36640,909851,725995,429217,370759,840370,273217,0,0,0,280,64,0,110261,0,0,0,0,0,131054,41181
226.5,0,0,0,118807,47118,11686,0,0,0,358729,67094,39272,0,0,0,305025,5,28815,894346,704704,412882,373132,827210,234836,0,0,0,292,33,0,101705,0,0,0,0,0,125714,40159
227.5,0,0,0,94730,41894,12535,0,0,0,329185,69394,42520,0,0,0,289610,2,22557,875747,678454,397562,375616,813279,198750,0,0,0,303,16,0,92632,0,0,0,0,0,120411,39078
228.5,0,0,0,73560,37334,13633,0,0,0,301006,71932,46520,0,0,0,274750,1,17578,854120,647738,383206,378212,798604,165551,0,0,0,314,8,0,83282,0,0,0,0,0,115204,37943
229.5,0,0,0,55617,33363,15021,0,0,0,274530,74707,51373,0,0,0,260355,0,13635,829588,613190,369759,380917,783219,135659,0,0,0,324,4,0,73892,0,0,0,0,0,110143,36760
230.5,0,0,0,40940,29910,16750,0,0,0,249971,77715,57195,0,0,0,246350,0,10527,802335,575552,357164,383731,767165,109315,0,0,0,334,2,0,64682,0,0,0,0,0,105268,35535
231.5,0,0,0,29343,26913,18887,0,0,0,227439,80951,64119,0,0,0,232674,0,8089,772597,535639,345361,386652,750491,86589,0,0,0,342,0,0,55848,0,0,0,0,0,100609,34279
232.5,0,0,0,20481,24315,21510,0,0,0,206963,84409,72289,0,0,0,219279,0,6185,740661,494294,334291,389677,733249,67397,0,0,0,350,0,0,47552,0,0,0,0,0,96192,33006
233.5,0,0,0,13928,22065,24714,0,0,0,188510,88081,81858,0,0,0,206132,0,4705,706852,452352,323895,392801,715498,51531,0,0,0,358,0,0,39919,0,0,0,0,0,92033,31730
234.5,0,0,0,9232,20116,28612,0,0,0,172001,91955,92985,0,0,0,193213,0,3560,671528,410603,314116,396021,697298,38692,0,0,0,364,0,0,33032,0,0,0,0,0,88148,30466
235.5,0,0,0,5969,18429,33336,0,0,0,157326,96018,105822,0,0,0,180514,0,2679,635070,369756,304896,399330,678714,28521,0,0,0,369,0,0,26938,0,0,0,0,0,84547,29230
236.5,0,0,0,3768,16969,39036,0,0,0,144357,100254,120512,0,0,0,168039,0,2004,597866,330424,296180,402720,659811,20636,0,0,0,373,0,0,21646,0,0,0,0,0,81239,28040
237.5,0,0,0,2325,15705,45880,0,0,0,132959,104644,137172,0,0,0,155805,0,1489,560307,293107,287916,406181,640656,14651,0,0,0,375,0,0,17136,0,0,0,0,0,78231,26910
238.5,0,0,0,1403,14611,54049,0,0,0,122993,109167,155881,0,0,0,143837,0,1099,522773,258181,280053,409702,621316,10205,0,0,0,376,0,0,13363,0,0,0,0,0,75528,25856
239.5,0,0,0,830,13662,63737,0,0,0,114329,113799,176667,0,0,0,132167,0,806,485625,225907,272543,413267,601856,6972,0,0,0,376,0,0,10263,0,0,0,0,0,73134,24892
240.5,0,0,0,482,12840,75132,0,0,0,106839,118514,199491,0,0,0,120836,0,587,449194,196436,265342,416861,582340,4672,0,0,0,375,0,0,7761,0,0,0,0,0,71047,24032
241.5,0,0,0,275,12126,88414,0,0,0,100410,123285,224234,0,0,0,109886,0,423,413779,169817,258407,420465,562830,3070,0,0,0,372,0,0,5779,0,0,0,0,0,69266,23288
242.5,0,0,0,154,11505,103729,0,0,0,94936,128082,250688,0,0,0,99364,0,303,379638,146020,251698,424056,543383,1978,0,0,0,368,0,0,4237,0,0,0,0,0,67782,22670
243.5,0,0,0,86,10964,121172,0,0,0,90326,132876,278548,0,0,0,89313,0,215,346989,124943,245179,427611,524055,1250,0,0,0,363,0,0,3057,0,0,0,0,0,66582,22186
244.5,0,0,0,47,10489,140759,0,0,0,86498,137635,307411,0,0,0,79778,0,151,316002,106439,238816,431101,504896,774,0,0,0,357,0,0,2172,0,0,0,0,0,65648,21841
245.5,0,0,0,25,10072,162403,0,0,0,83383,142329,336786,0,0,0,70795,0,105,286807,90322,232578,434496,485955,470,0,0,0,349,0,0,1518,0,0,0,0,0,64955,21633
246.5,0,0,0,14,9702,185885,0,0,0,80922,146928,366104,0,0,0,62397,0,72,259490,76385,226436,437764,467272,280,0,0,0,340,0,0,1045,0,0,0,0,0,64473,21556
247.5,0,0,0,7,9371,210834,0,0,0,79066,151403,394741,0,0,0,54609,0,49,234096,64414,220366,440868,448885,163,0,0,0,330,0,0,707,0,0,0,0,0,64164,21597
248.5,0,0,0,4,9070,236708,0,0,0,77775,155728,422049,0,0,0,47446,0,33,210638,54192,214345,443769,430829,93,0,0,0,319,0,0,471,0,0,0,0,0,63985,21734
249.5,0,0,0,2,8793,262797,0,0,0,77017,159877,447381,0,0,0,40914,0,22,189095,45510,208352,446427,413131,52,0,0,0,307,0,0,309,0,0,0,0,0,63889,21944
250.5,0,0,0,1,8532,288233,0,0,0,76769,163830,470129,0,0,0,35011,0,15,169418,38171,202370,448797,395817,29,0,0,0,295,0,0,199,0,0,0,0,0,63823,22195
251.5,0,0,0,0,8283,312025,0,0,0,77016,167567,489756,0,0,0,29726,0,9,151540,31993,196383,450834,378906,16,0,0,0,282,0,0,127,0,0,0,0,0,63735,22455
252.5,0,0,0,0,8038,333112,0,0,0,77746,171074,505823,0,0,0,25036,0,6,135375,26811,190381,452492,362414,8,0,0,0,268,0,0,79,0,0,0,0,0,63574,22690
253.5,0,0,0,0,7793,350433,0,0,0,78958,174340,518009,0,0,0,20915,0,4,120823,22477,184351,453720,346354,4,0,0,0,254,0,0,49,0,0,0,0,0,63291,22869
254.5,0,0,0,0,7543,363010,0,0,0,80652,177357,526131,0,0,0,17328,0,2,107778,18861,178286,454471,330735,2,0,0,0,240,0,0,29,0,0,0,0,0,62845,22963
255.5,0,0,0,0,7284,370032,0,0,0,82837,180122,530142,0,0,0,14236,0,1,96129,15852,172180,454694,315562,1,0,0,0,226,0,0,17,0,0,0,0,0,62203,22951
256.5,0,0,0,0,7014,370941,0,0,0,85524,182636,530128,0,0,0,11598,0,0,85761,13350,166029,454342,300839,0,0,0,0,212,0,0,10,0,0,0,0,0,61344,22818
257.5,0,0,0,0,6728,365490,0,0,0,88730,184903,526299,0,0,0,9368,0,0,76565,11273,159832,453367,286567,0,0,0,0,198,0,0,6,0,0,0,0,0,60259,22559
258.5,0,0,0,0,6426,353784,0,0,0,92476,186930,518968,0,0,0,7503,0,0,68429,9550,153589,451723,272742,0,0,0,0,184,0,0,3,0,0,0,0,0,58953,22178
259.5,0,0,0,0,6107,336281,0,0,0,96785,188728,508527,0,0,0,5957,0,0,61251,8121,147302,449369,259363,0,0,0,0,170,0,0,2,0,0,0,0,0,57443,21688
260.5,0,0,0,0,5771,313763,0,0,0,101685,190311,495424,0,0,0,4690,0,0,54933,6936,140975,446264,246424,0,0,0,0,157,0,0,1,0,0,0,0,0,55759,21108
261.5,0,0,0,0,5418,287273,0,0,0,107206,191695,480135,0,0,0,3661,0,0,49384,5954,134615,442376,233919,0,0,0,0,144,0,0,0,0,0,0,0,0,53938,20463
262.5,0,0,0,0,5053,258024,0,0,0,113378,192897,463147,0,0,0,2833,0,0,44518,5139,128230,437676,221840,0,0,0,0,132,0,0,0,0,0,0,0,0,52024,19780
263.5,0,0,0,0,4676,227301,0,0,0,120235,193937,444931,0,0,0,2174,0,0,40261,4463,121831,432142,210181,0,0,0,0,120,0,0,0,0,0,0,0,0,50063,19084
264.5,0,0,0,0,4292,196353,0,0,0,127811,194836,425930,0,0,0,1654,0,0,36541,3902,115429,425758,198933,0,0,0,0,109,0,0,0,0,0,0,0,0,48099,18399
265.5,0,0,0,0,3906,166308,0,0,0,136137,195614,406545,0,0,0,1248,0,0,33296,3437,109038,418518,188088,0,0,0,0,98,0,0,0,0,0,0,0,0,46173,17740
266.5,0,0,0,0,3521,138100,0,0,0,145246,196295,387130,0,0,0,934,0,0,30472,3050,102675,410422,177636,0,0,0,0,88,0,0,0,0,0,0,0,0,44321,17121
267.5,0,0,0,0,3144,112424,0,0,0,155167,196900,367986,0,0,0,694,0,0,28018,2730,96358,401483,167570,0,0,0,0,79,0,0,0,0,0,0,0,0,42571,16547
268.5,0,0,0,0,2778,89724,0,0,0,165925,197450,349360,0,0,0,511,0,0,25891,2466,90104,391718,157880,0,0,0,0,71,0,0,0,0,0,0,0,0,40941,16022
269.5,0,0,0,0,2429,70204,0,0,0,177540,197968,331450,0,0,0,373,0,0,24052,2248,83935,381157,148560,0,0,0,0,63,0,0,0,0,0,0,0,0,39444,15545
270.5,0,0,0,0,2100,53858,0,0,0,190027,198472,314405,0,0,0,271,0,0,22469,2071,77872,369840,139602,0,0,0,0,55,0,0,0,0,0,0,0,0,38085,15116
271.5,0,0,0,0,1794,40517,0,0,0,203392,198984,298333,0,0,0,195,0,0,21113,1927,71937,357815,130997,0,0,0,0,49,0,0,0,0,0,0,0,0,36863,14733
272.5,0,0,0,0,1515,29893,0,0,0,217632,199522,283304,0,0,0,139,0,0,19958,1813,66154,345138,122740,0,0,0,0,43,0,0,0,0,0,0,0,0,35774,14399
273.5,0,0,0,0,1264,21635,0,0,0,232735,200103,269358,0,0,0,99,0,0,18984,1725,60546,331875,114823,0,0,0,0,37,0,0,0,0,0,0,0,0,34811,14113
274.5,0,0,0,0,1041,15363,0,0,0,248676,200743,256511,0,0,0,70,0,0,18171,1661,55133,318099,107241,0,0,0,0,33,0,0,0,0,0,0,0,0,33965,13879
275.5,0,0,0,0,846,10706,0,0,0,265418,201458,244757,0,0,0,49,0,0,17505,1619,49939,303891,99988,0,0,0,0,28,0,0,0,0,0,0,0,0,33228,13699
276.5,0,0,0,0,679,7325,0,0,0,282911,202260,234076,0,0,0,34,0,0,16972,1598,44983,289334,93059,0,0,0,0,24,0,0,0,0,0,0,0,0,32590,13576
277.5,0,0,0,0,537,4921,0,0,0,301091,203162,224436,0,0,0,24,0,0,16563,1597,40282,274519,86448,0,0,0,0,21,0,0,0,0,0,0,0,0,32044,13513
278.5,0,0,0,0,419,3248,0,0,0,319877,204175,215800,0,0,0,16,0,0,16268,1617,35853,259537,80150,0,0,0,0,18,0,0,0,0,0,0,0,0,31583,13511
279.5,0,0,0,0,323,2107,0,0,0,339178,205308,208122,0,0,0,11,0,0,16080,1658,31708,244482,74160,0,0,0,0,15,0,0,0,0,0,0,0,0,31199,13570
280.5,0,0,0,0,245,1343,0,0,0,358886,206569,201357,0,0,0,8,0,0,15994,1722,27856,229447,68473,0,0,0,0,13,0,0,0,0,0,0,0,0,30886,13687
281.5,0,0,0,0,183,842,0,0,0,378880,207964,195458,0,0,0,5,0,0,16006,1813,24303,214523,63084,0,0,0,0,11,0,0,0,0,0,0,0,0,30641,13860
282.5,0,0,0,0,135,520,0,0,0,399030,209499,190377,0,0,0,3,0,0,16112,1933,21052,199800,57988,0,0,0,0,9,0,0,0,0,0,0,0,0,30457,14085
283.5,0,0,0,0,98,316,0,0,0,419193,211177,186070,0,0,0,2,0,0,16310,2087,18101,185360,53180,0,0,0,0,8,0,0,0,0,0,0,0,0,30331,14354
284.5,0,0,0,0,70,189,0,0,0,439220,213001,182493,0,0,0,2,0,0,16600,2282,15444,171281,48652,0,0,0,0,7,0,0,0,0,0,0,0,0,30257,14662
285.5,0,0,0,0,50,112,0,0,0,458954,214972,179605,0,0,0,1,0,0,16981,2525,13073,157636,44400,0,0,0,0,5,0,0,0,0,0,0,0,0,30231,15000
286.5,0,0,0,0,35,65,0,0,0,478238,217089,177369,0,0,0,0,0,0,17453,2828,10976,144487,40416,0,0,0,0,4,0,0,0,0,0,0,0,0,30249,15361
287.5,0,0,0,0,24,37,0,0,0,496913,219351,175747,0,0,0,0,0,0,18016,3201,9138,131889,36693,0,0,0,0,4,0,0,0,0,0,0,0,0,30306,15736
288.5,0,0,0,1,16,21,0,0,0,514823,221756,174708,0,0,0,0,0,0,18670,3663,7543,119889,33224,0,0,0,0,3,0,0,0,0,0,0,0,0,30398,16119
289.5,0,0,0,2,11,12,0,0,0,531819,224298,174220,0,0,0,0,0,0,19415,4232,6172,108522,30001,0,0,0,0,2,0,0,0,0,0,0,0,0,30520,16501
290.5,0,0,0,4,7,7,0,0,0,547759,226973,174254,0,0,0,0,0,0,20251,4934,5005,97818,27014,0,0,0,0,2,0,0,0,0,0,0,0,0,30667,16875
291.5,0,0,0,6,5,4,0,0,0,562513,229774,174784,0,0,0,0,0,0,21178,5800,4021,87793,24255,0,0,0,0,2,0,0,0,0,0,0,0,0,30837,17236
292.5,0,0,0,12,3,2,0,0,0,575967,232692,175782,0,0,0,0,0,0,22192,6866,3201,78458,21715,0,0,0,0,1,0,0,0,0,0,0,0,0,31025,17578
293.5,0,0,0,21,2,1,0,0,0,588022,235719,177225,0,0,0,0,0,0,23291,8177,2524,69813,19383,0,0,0,0,1,0,0,0,0,0,0,0,0,31227,17895
294.5,0,0,0,37,1,0,0,0,0,598594,238844,179088,0,0,0,0,0,0,24469,9786,1972,61851,17250,0,0,0,0,0,0,0,0,0,0,0,0,0,31442,18185
295.5,0,0,0,66,0,0,0,0,0,607623,242056,181347,0,0,0,0,0,0,25719,11755,1525,54560,15305,0,0,0,0,0,0,0,0,0,0,0,0,0,31666,18443
296.5,0,0,0,117,0,0,0,0,0,615066,245342,183979,0,0,0,0,0,0,27031,14155,1169,47918,13538,0,0,0,0,0,0,0,0,0,0,0,0,0,31898,18669
297.5,0,0,0,203,0,0,0,0,0,620901,248688,186959,0,0,0,0,0,0,28394,17061,886,41901,11937,0,0,0,0,0,0,0,0,0,0,0,0,0,32137,18859
298.5,0,0,0,350,0,0,0,0,0,625125,252080,190264,0,0,0,0,0,0,29790,20555,666,36480,10493,0,0,0,0,0,0,0,0,0,0,0,0,0,32383,19014
299.5,0,0,0,595,0,0,0,0,0,627756,255502,193866,0,0,0,0,0,0,31203,24718,495,31622,9194,0,0,0,0,0,0,0,0,0,0,0,0,0,32638,19133
300.5,0,0,0,995,0,0,0,0,0,628830,258939,197742,0,0,0,0,0,0,32609,29621,365,27292,8031,0,0,0,0,0,0,0,0,0,0,0,0,0,32901,19218
301.5,0,0,0,1636,0,0,0,0,0,628399,262373,201863,0,0,0,0,0,0,33985,35318,266,23452,6992,0,0,0,0,0,0,0,0,0,0,0,0,0,33175,19270
302.5,0,0,0,2641,0,0,0,0,0,626531,265787,206203,0,0,0,0,0,0,35301,41831,192,20065,6068,0,0,0,0,0,0,0,0,0,0,0,0,0,33462,19290
303.5,0,0,0,4183,0,0,0,0,0,623307,269165,210733,0,0,0,0,0,0,36529,49134,138,17093,5249,0,0,0,0,0,0,0,0,0,0,0,0,0,33765,19281
304.5,0,0,0,6489,0,0,0,0,0,618819,272487,215423,0,0,0,0,0,0,37636,57135,97,14499,4526,0,0,0,0,0,0,0,0,0,0,0,0,0,34086,19246
305.5,0,0,0,9854,0,0,0,0,0,613168,275738,220245,0,0,0,0,0,0,38589,65664,68,12246,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,34430,19188
306.5,0,0,0,14634,0,0,0,0,0,606462,278898,225169,0,0,0,0,0,0,39357,74458,48,10299,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,34796,19109
307.5,0,0,0,21235,0,0,0,0,0,598813,281951,230165,0,0,0,0,0,0,39907,83155,33,8626,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,35187,19014
308.5,0,0,0,30087,0,0,0,0,0,590336,284881,235204,0,0,0,0,0,0,40214,91309,22,7194,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,35602,18904
309.5,0,0,0,41595,0,0,0,0,0,581146,287671,240258,0,0,0,0,0,0,40252,98408,15,5975,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,36038,18783
310.5,0,0,0,56076,0,0,0,0,0,571357,290307,245300,0,0,0,0,0,0,40005,103918,10,4942,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,36490,18656
311.5,0,0,0,73681,0,0,0,0,0,561080,292774,250307,0,0,0,0,0,0,39461,107338,7,4071,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,36950,18528
312.5,0,0,0,94314,0,0,0,0,0,550424,295061,255254,0,0,0,0,0,0,38617,108263,4,3340,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,37403,18408
313.5,0,0,0,117558,0,0,0,0,0,539489,297156,260122,0,0,0,0,0,0,37480,106451,3,2730,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,37834,18302
314.5,0,0,0,142636,0,0,0,0,0,528374,299050,264894,0,0,0,0,0,0,36062,101870,2,2222,863,0,0,0,0,0,0,0,0,0,0,0,0,0,38221,18219
315.5,0,0,0,168410,0,0,0,0,0,517166,300733,269555,0,0,0,0,0,0,34387,94727,1,1802,718,0,0,0,0,0,0,0,0,0,0,0,0,0,38542,18162
316.5,0,0,0,193444,0,0,0,0,0,505949,302200,274095,0,0,0,0,0,0,32486,85456,0,1456,597,0,0,0,0,0,0,0,0,0,0,0,0,0,38769,18129
317.5,0,0,0,216121,0,0,0,0,0,494797,303446,278509,0,0,0,0,0,0,30396,74678,0,1172,494,0,0,0,0,0,0,0,0,0,0,0,0,0,38878,18110
318.5,0,0,0,234808,0,0,0,0,0,483780,304468,282792,0,0,0,0,0,0,28161,63120,0,940,408,0,0,0,0,0,0,0,0,0,0,0,0,0,38847,18089
319.5,0,0,0,248052,0,0,0,0,0,472957,305265,286947,0,0,0,0,0,0,25825,51527,0,751,336,0,0,0,0,0,0,0,0,0,0,0,0,0,38657,18045
320.5,0,0,0,254765,0,0,0,0,0,462381,305838,290979,0,0,0,0,0,0,23438,40568,0,598,275,0,0,0,0,0,0,0,0,0,0,0,0,0,38301,17957
321.5,0,0,0,254375,0,0,0,0,0,452099,306189,294896,0,0,0,0,0,0,21045,30763,0,474,225,0,0,0,0,0,0,0,0,0,0,0,0,0,37780,17813
322.5,0,0,0,246904,0,0,0,0,0,442150,306322,298712,0,0,0,0,0,0,18692,22438,0,375,184,0,0,0,0,0,0,0,0,0,0,0,0,0,37105,17612
323.5,0,0,0,232968,0,0,0,0,0,432569,306242,302442,0,0,0,0,0,0,16419,15723,0,296,150,0,0,0,0,0,0,0,0,0,0,0,0,0,36300,17360
324.5,0,0,0,213692,0,0,0,0,0,423382,305958,306108,0,0,0,0,0,0,14261,10571,0,232,122,0,0,0,0,0,0,0,0,0,0,0,0,0,35398,17077
325.5,0,0,0,190554,0,0,0,0,0,414613,305477,309731,0,0,0,0,0,0,12245,6811,0,182,99,0,0,0,0,0,0,0,0,0,0,0,0,0,34436,16785
326.5,0,0,0,165203,0,0,0,0,0,406279,304810,313337,0,0,0,0,0,0,10393,4201,0,142,80,0,0,0,0,0,0,0,0,0,0,0,0,0,33457,16506
327.5,0,0,0,139259,0,0,0,0,0,398393,303968,316954,0,0,0,0,0,0,8717,2478,0,111,64,0,0,0,0,0,0,0,0,0,0,0,0,0,32498,16258
328.5,0,0,0,114151,0,0,0,0,0,390965,302962,320613,0,0,0,0,0,0,7226,1397,0,86,52,0,0,0,0,0,0,0,0,0,0,0,0,0,31596,16050
329.5,0,0,0,91001,0,0,0,0,0,384002,301805,324345,0,0,0,0,0,0,5918,751,0,66,41,0,0,0,0,0,0,0,0,0,0,0,0,0,30776,15886
330.5,0,0,0,70563,0,0,0,0,0,377505,300512,328185,0,0,0,0,0,0,4788,385,0,51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,30056,15761
331.5,0,0,0,53230,0,0,0,0,0,371475,299096,332166,0,0,0,0,0,0,3828,188,0,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,29446,15671
